2025-08-10 17:46:03, 23.456도, 11.618도, 52.14%, 628.25W/m2, 0.025%, 5.731%
2025-08-10 17:46:03, 22.302도, 15.51도, 50.831%, 647.089W/m2, 0.078%, 5.392%
2025-08-10 17:46:08, 28.914도, 17.847도, 57.68%, 614.398W/m2, 0.047%, 5.191%
2025-08-10 17:46:17, 23.681도, 10.97도, 58.426%, 600.756W/m2, 0.096%, 6.542%
2025-08-10 17:46:17, 25.401도, 16.351도, 51.55%, 673.975W/m2, 0.049%, 4.185%
2025-08-10 17:46:22, 25.938도, 4.023도, 54.017%, 516.853W/m2, 0.054%, 6.197%
2025-08-10 17:46:27, 18.81도, 19.958도, 51.386%, 558.859W/m2, 0.085%, 4.035%
2025-08-10 17:46:32, 29.293도, 17.31도, 54.676%, 689.5W/m2, 0.025%, 4.541%
2025-08-10 17:46:37, 25.307도, 1.177도, 50.315%, 597.672W/m2, 0.062%, 5.195%
2025-08-10 17:46:42, 26.302도, 10.85도, 51.197%, 547.716W/m2, 0.038%, 5.256%
2025-08-10 17:46:47, 25.528도, 13.627도, 53.535%, 618.144W/m2, 0.073%, 5.146%
2025-08-10 17:46:52, 24.668도, 7.274도, 52.293%, 633.9W/m2, 0.1%, 4.425%
2025-08-10 22:47:44, 23.483도, 10.703도, 54.812%, 518.1W/m2, 0.059%, 6.945%
2025-08-10 22:47:44, 27.797도, 7.875도, 52.412%, 637.134W/m2, 0.058%, 6.16%
2025-08-10 22:47:49, 29.887도, 16.53도, 59.219%, 559.401W/m2, 0.048%, 4.567%
2025-08-10 22:47:54, 28.585도, 19.903도, 56.418%, 613.094W/m2, 0.026%, 4.697%
2025-08-10 22:47:59, 21.759도, 17.042도, 50.252%, 613.129W/m2, 0.021%, 6.19%
2025-08-10 22:48:04, 25.354도, 9.488도, 58.034%, 575.962W/m2, 0.053%, 5.022%
2025-08-10 22:48:04, 23.958도, 9.018도, 50.024%, 622.458W/m2, 0.094%, 5.407%
2025-08-10 22:48:07, 22.808도, 5.342도, 58.794%, 700.717W/m2, 0.085%, 4.352%
2025-08-10 22:48:07, 23.095도, 11.914도, 52.605%, 667.79W/m2, 0.08%, 5.248%
2025-08-10 22:48:12, 22.149도, 5.775도, 59.417%, 699.376W/m2, 0.05%, 4.911%
2025-08-10 22:48:17, 29.873도, 16.371도, 51.08%, 699.019W/m2, 0.09%, 6.612%
2025-08-10 22:48:22, 18.724도, 5.553도, 53.143%, 531.445W/m2, 0.096%, 4.078%
2025-08-10 22:48:28, 23.694도, 8.103도, 55.37%, 691.828W/m2, 0.075%, 6.782%
2025-08-10 22:48:33, 27.5도, 16.452도, 59.228%, 547.884W/m2, 0.073%, 4.547%
2025-08-10 22:48:38, 19.197도, 2.055도, 59.031%, 538.781W/m2, 0.035%, 5.024%
2025-08-10 22:48:43, 22.586도, 19.623도, 51.752%, 657.629W/m2, 0.054%, 5.061%
2025-08-11 09:55:47, 27.427도, 14.528도, 53.908%, 644.641W/m2, 0.065%, 6.765%
2025-08-11 09:55:47, 26.54도, 15.354도, 53.544%, 572.225W/m2, 0.045%, 4.233%
2025-08-11 09:55:53, 27.619도, 12.198도, 54.8%, 674.574W/m2, 0.091%, 6.478%
2025-08-11 09:56:18, 18.872도, 11.01도, 55.736%, 630.291W/m2, 0.033%, 6.088%
2025-08-11 09:56:18, 21.559도, 13.152도, 59.725%, 591.147W/m2, 0.085%, 6.081%
2025-08-11 09:56:23, 25.156도, 17.101도, 59.723%, 676.759W/m2, 0.056%, 6.022%
2025-08-11 09:56:28, 23.667도, 11.875도, 53.849%, 570.08W/m2, 0.076%, 4.041%
2025-08-11 10:24:06, 23.434도, 16.16도, 58.56%, 683.865W/m2, 0.07%, 5.585%
2025-08-11 10:24:06, 19.717도, 14.648도, 50.667%, 617.861W/m2, 0.066%, 6.837%
2025-08-11 10:24:11, 20.16도, 7.906도, 59.549%, 631.733W/m2, 0.052%, 6.941%
2025-08-11 10:34:47, 23.262도, 20.656도, 53.167%, 591.742W/m2, 0.051%, 5.008%
2025-08-11 10:34:47, 24.718도, 9.691도, 58.227%, 569.831W/m2, 0.029%, 4.585%
2025-08-11 10:35:00, 25.753도, 7.557도, 53.62%, 507.957W/m2, 0.09%, 6.076%
2025-08-11 10:35:00, 18.341도, 9.481도, 56.928%, 615.945W/m2, 0.065%, 6.539%
2025-08-11 10:35:05, 26.419도, 9.888도, 55.314%, 694.87W/m2, 0.068%, 4.794%
2025-08-11 10:35:17, 22.668도, 3.566도, 51.869%, 525.024W/m2, 0.03%, 4.7%
2025-08-11 10:35:17, 24.856도, 16.791도, 50.294%, 695.69W/m2, 0.035%, 5.669%
2025-08-11 10:35:22, 19.441도, 20.22도, 53.757%, 692.227W/m2, 0.025%, 6.767%
2025-08-11 10:35:27, 27.6도, 0.457도, 50.474%, 647.76W/m2, 0.084%, 6.778%
2025-08-11 10:35:32, 19.26도, 5.404도, 58.151%, 619.637W/m2, 0.076%, 5.424%
2025-08-11 10:35:37, 22.422도, 1.24도, 53.424%, 682.83W/m2, 0.083%, 4.651%
2025-08-11 10:35:42, 18.718도, 18.251도, 58.276%, 613.677W/m2, 0.031%, 4.519%
2025-08-11 10:35:47, 26.793도, 17.673도, 55.08%, 613.563W/m2, 0.024%, 5.4%
2025-08-11 10:36:17, 26.751도, 1.935도, 59.209%, 685.277W/m2, 0.05%, 4.414%
2025-08-11 10:36:17, 23.985도, 14.212도, 50.087%, 597.452W/m2, 0.024%, 4.346%
2025-08-11 11:20:21, 21.119도, 0.882도, 51.766%, 526.005W/m2, 0.03%, 6.324%
2025-08-11 11:20:22, 20.66도, 3.95도, 58.818%, 666.728W/m2, 0.025%, 5.917%
2025-08-11 11:20:27, 25.737도, 17.811도, 55.783%, 536.432W/m2, 0.046%, 4.333%
2025-08-11 11:20:32, 22.351도, 2.958도, 54.94%, 668.79W/m2, 0.03%, 4.451%
2025-08-11 11:45:35, 27.311도, 16.526도, 53.461%, 642.429W/m2, 0.054%, 5.955%
2025-08-11 11:45:40, 27.21도, 4.523도, 50.966%, 569.914W/m2, 0.062%, 4.48%
2025-08-11 11:45:45, 25.286도, 0.831도, 50.913%, 524.164W/m2, 0.039%, 6.458%
2025-08-11 11:45:50, 23.15도, 16.231도, 55.371%, 511.517W/m2, 0.093%, 6.19%
2025-08-11 11:45:55, 27.718도, 10.958도, 56.784%, 625.191W/m2, 0.042%, 4.466%
2025-08-11 11:46:00, 27.614도, 14.505도, 51.181%, 627.343W/m2, 0.091%, 4.608%
2025-08-11 11:46:08, 22.558도, 10.071도, 50.383%, 603.783W/m2, 0.034%, 6.362%
2025-08-11 11:46:13, 29.366도, 9.128도, 52.494%, 611.456W/m2, 0.082%, 5.359%
2025-08-11 11:46:18, 25.959도, 3.099도, 55.716%, 677.166W/m2, 0.056%, 6.424%
2025-08-11 11:46:23, 22.267도, 17.979도, 52.601%, 543.775W/m2, 0.027%, 5.176%
2025-08-11 11:46:28, 26.854도, 10.792도, 56.084%, 532.12W/m2, 0.096%, 4.843%
2025-08-11 12:14:37, 25.454도, 10.147도, 58.065%, 527.244W/m2, 0.096%, 4.88%
2025-08-11 12:14:38, 22.081도, 1.215도, 57.972%, 580.767W/m2, 0.046%, 5.529%
2025-08-11 12:14:43, 27.874도, 5.475도, 56.234%, 689.783W/m2, 0.032%, 4.041%
2025-08-11 12:14:48, 20.739도, 1.388도, 55.843%, 666.498W/m2, 0.042%, 5.486%
2025-08-11 12:14:53, 19.531도, 3.569도, 54.454%, 611.406W/m2, 0.084%, 6.33%
2025-08-11 12:14:58, 18.204도, 9.359도, 59.642%, 673.549W/m2, 0.055%, 4.077%
2025-08-11 12:15:03, 29.611도, 2.159도, 50.248%, 571.558W/m2, 0.076%, 4.038%
2025-08-11 12:15:08, 22.936도, 19.651도, 51.872%, 546.893W/m2, 0.094%, 5.827%
2025-08-11 12:15:13, 19.964도, 7.778도, 59.953%, 564.339W/m2, 0.085%, 4.832%
2025-08-11 12:18:41, 19.935도, 11.034도, 58.414%, 622.774W/m2, 0.03%, 5.746%
2025-08-11 12:21:51, 18.739도, 19.059도, 54.684%, 668.513W/m2, 0.041%, 4.148%
2025-08-11 12:21:52, 20.305도, 0.587도, 58.723%, 518.721W/m2, 0.079%, 6.597%
2025-08-11 12:48:58, 28.425도, 8.51도, 51.74%, 532.238W/m2, 0.093%, 4.452%
2025-08-11 12:49:03, 21.589도, 9.515도, 52.102%, 522.847W/m2, 0.038%, 6.666%
2025-08-11 12:49:08, 23.572도, 1.941도, 51.989%, 643.896W/m2, 0.076%, 5.915%
2025-08-11 12:52:40, 25.942도, 4.336도, 52.284%, 549.454W/m2, 0.056%, 4.875%
2025-08-11 12:52:41, 25.343도, 17.655도, 50.119%, 594.94W/m2, 0.094%, 6.023%
2025-08-11 12:52:46, 19.818도, 15.336도, 56.064%, 704.383W/m2, 0.026%, 4.51%
2025-08-11 12:55:08, 22.214도, 0.792도, 52.978%, 657.879W/m2, 0.061%, 5.588%
2025-08-11 12:55:09, 19.6도, 13.75도, 58.956%, 591.603W/m2, 0.088%, 5.217%
2025-08-11 12:55:14, 23.509도, 13.235도, 51.536%, 666.322W/m2, 0.038%, 4.5%
2025-08-11 12:55:19, 20.608도, 12.427도, 54.454%, 514.084W/m2, 0.043%, 4.314%
2025-08-11 12:55:24, 25.949도, 6.902도, 50.297%, 669.402W/m2, 0.042%, 6.661%
2025-08-11 12:55:29, 20.27도, 11.338도, 51.151%, 706.051W/m2, 0.051%, 4.851%
2025-08-11 12:55:34, 25.306도, 1.23도, 51.823%, 604.701W/m2, 0.04%, 4.839%
2025-08-11 12:55:35, 29.729도, 4.018도, 50.596%, 539.791W/m2, 0.064%, 6.793%
2025-08-11 13:45:01, 23.781도, 4.769도, 56.042%, 570.52W/m2, 0.024%, 5.38%
2025-08-11 13:45:02, 25.86도, 3.896도, 52.799%, 621.858W/m2, 0.099%, 5.783%
2025-08-11 13:45:07, 22.616도, 14.884도, 54.911%, 583.693W/m2, 0.025%, 5.435%
2025-08-11 13:45:11, 29.032도, 7.012도, 59.983%, 668.537W/m2, 0.058%, 6.084%
2025-08-11 13:45:16, 27.163도, 12.568도, 56.473%, 682.703W/m2, 0.087%, 4.807%
2025-08-11 13:51:06, 19.775도, 1.62도, 59.262%, 567.939W/m2, 0.072%, 6.466%
2025-08-11 13:55:08, 29.697도, 9.934도, 59.521%, 529.183W/m2, 0.032%, 6.909%
2025-08-11 13:55:09, 19.184도, 0.022도, 58.047%, 553.119W/m2, 0.056%, 4.514%
2025-08-11 13:55:14, 23.046도, 8.253도, 50.174%, 514.95W/m2, 0.091%, 4.47%
2025-08-11 13:55:19, 24.489도, 1.594도, 52.667%, 542.397W/m2, 0.035%, 4.529%
2025-08-11 13:55:24, 21.734도, 11.021도, 55.322%, 532.24W/m2, 0.077%, 4.81%
2025-08-11 13:55:29, 21.433도, 20.745도, 55.529%, 626.713W/m2, 0.084%, 6.787%
2025-08-11 13:55:34, 19.371도, 3.137도, 52.017%, 569.794W/m2, 0.076%, 6.407%
2025-08-11 13:55:45, 25.637도, 0.857도, 51.566%, 585.859W/m2, 0.031%, 4.527%
2025-08-11 13:55:50, 23.072도, 17.021도, 57.391%, 511.429W/m2, 0.094%, 6.735%
2025-08-11 13:55:55, 22.035도, 15.566도, 53.593%, 693.227W/m2, 0.05%, 5.683%
2025-08-11 13:56:00, 18.082도, 0.362도, 53.477%, 612.797W/m2, 0.037%, 6.877%
2025-08-11 13:56:05, 23.459도, 5.42도, 53.235%, 523.437W/m2, 0.08%, 5.037%
2025-08-11 13:56:10, 21.83도, 6.455도, 56.862%, 668.378W/m2, 0.053%, 4.612%
2025-08-11 13:56:51, 29.676도, 15.608도, 58.18%, 619.512W/m2, 0.043%, 5.926%
2025-08-11 13:56:56, 22.512도, 2.556도, 55.855%, 686.657W/m2, 0.066%, 5.12%
2025-08-11 13:57:01, 21.707도, 2.237도, 55.437%, 669.357W/m2, 0.071%, 6.878%
2025-08-11 13:57:06, 22.529도, 1.535도, 55.599%, 640.799W/m2, 0.095%, 6.824%
2025-08-11 13:57:11, 25.744도, 3.951도, 51.713%, 688.91W/m2, 0.085%, 4.467%
2025-08-11 13:58:16, 25.139도, 15.759도, 51.347%, 659.101W/m2, 0.028%, 4.007%
2025-08-11 13:58:21, 29.213도, 3.574도, 54.085%, 673.169W/m2, 0.079%, 6.035%
2025-08-11 13:58:26, 25.904도, 3.485도, 56.24%, 516.029W/m2, 0.042%, 5.989%
2025-08-11 13:58:31, 26.302도, 10.047도, 52.854%, 558.886W/m2, 0.086%, 5.133%
2025-08-11 13:58:36, 25.221도, 1.699도, 57.646%, 668.112W/m2, 0.095%, 5.361%
2025-08-11 13:58:41, 22.629도, 20.098도, 52.328%, 604.578W/m2, 0.085%, 4.481%
2025-08-11 13:58:46, 29.985도, 6.618도, 53.853%, 682.23W/m2, 0.033%, 6.151%
2025-08-11 13:58:51, 27.586도, 3.529도, 50.646%, 596.356W/m2, 0.037%, 6.215%
2025-08-11 13:58:56, 24.275도, 9.456도, 51.944%, 649.889W/m2, 0.053%, 4.945%
2025-08-11 14:01:08, 28.409도, 4.074도, 50.428%, 532.755W/m2, 0.058%, 5.968%
2025-08-11 14:04:49, 18.934도, 16.055도, 50.212%, 590.651W/m2, 0.04%, 6.659%
2025-08-11 14:04:50, 22.771도, 13.246도, 57.368%, 551.307W/m2, 0.083%, 5.051%
2025-08-11 14:04:55, 27.444도, 6.678도, 53.292%, 691.677W/m2, 0.062%, 5.728%
2025-08-11 14:05:00, 20.906도, 14.082도, 57.308%, 703.14W/m2, 0.047%, 4.087%
2025-08-11 14:05:03, 24.694도, 10.506도, 55.588%, 646.734W/m2, 0.068%, 6.477%
2025-08-11 14:05:08, 23.645도, 7.549도, 53.992%, 507.929W/m2, 0.099%, 5.901%
2025-08-11 14:05:13, 25.694도, 3.995도, 53.141%, 557.58W/m2, 0.084%, 4.26%
2025-08-11 14:05:16, 27.001도, 4.084도, 50.568%, 550.227W/m2, 0.021%, 5.601%
2025-08-11 14:05:21, 25.969도, 19.492도, 59.721%, 563.007W/m2, 0.056%, 6.649%
2025-08-11 14:05:26, 27.88도, 17.598도, 57.738%, 707.125W/m2, 0.068%, 4.367%
2025-08-11 14:05:31, 28.604도, 16.682도, 50.781%, 558.519W/m2, 0.028%, 6.875%
2025-08-11 14:05:36, 29.46도, 2.763도, 52.089%, 655.684W/m2, 0.06%, 5.352%
2025-08-11 14:05:41, 28.908도, 17.845도, 58.558%, 659.964W/m2, 0.054%, 6.41%
2025-08-11 14:05:46, 28.477도, 17.281도, 51.725%, 670.444W/m2, 0.031%, 6.449%
2025-08-11 14:05:51, 19.54도, 0.456도, 50.124%, 549.039W/m2, 0.041%, 5.481%
2025-08-11 14:05:56, 25.615도, 7.967도, 59.008%, 529.07W/m2, 0.036%, 4.782%
2025-08-11 14:06:01, 24.062도, 2.133도, 57.965%, 631.158W/m2, 0.048%, 5.953%
2025-08-11 14:06:06, 22.487도, 20.722도, 58.746%, 569.715W/m2, 0.067%, 4.22%
2025-08-11 14:06:32, 24.378도, 8.355도, 54.27%, 677.707W/m2, 0.076%, 4.956%
2025-08-11 14:06:33, 21.827도, 19.832도, 53.335%, 616.146W/m2, 0.074%, 6.705%
2025-08-11 14:06:38, 20.35도, 1.92도, 53.423%, 676.672W/m2, 0.072%, 4.348%
2025-08-11 14:06:43, 19.498도, 15.141도, 52.344%, 645.568W/m2, 0.064%, 5.025%
2025-08-11 14:06:48, 22.758도, 9.064도, 57.668%, 520.36W/m2, 0.091%, 6.076%
2025-08-11 14:06:58, 28.015도, 13.86도, 59.771%, 616.915W/m2, 0.033%, 4.958%
2025-08-11 14:07:03, 23.623도, 14.129도, 50.477%, 676.636W/m2, 0.04%, 4.936%
2025-08-11 14:07:08, 26.403도, 8.561도, 59.065%, 505.468W/m2, 0.07%, 6.286%
2025-08-11 14:07:12, 26.105도, 2.895도, 50.245%, 563.693W/m2, 0.075%, 4.62%
2025-08-11 14:07:17, 28.393도, 2.03도, 59.218%, 681.237W/m2, 0.064%, 5.515%
2025-08-11 14:07:22, 27.768도, 6.585도, 52.137%, 517.785W/m2, 0.035%, 4.051%
